Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
miamisburg mound community improvement corp,Miamisburg Mound Community Improvement Corp,Miamisburg Mound Community Improvement Corp,"965 Capstone Dr, Suite 480","Miamisburg, Ohio",45342-6714,"Buildings,Efficiency,Geothermal energy,Services,Solar,Wind energy",Business and legal services; Energy audits/weatherization; Energy provider: power production; Engineering/architectural/design;Installation;Investment/finances; Manufacturing; Research and development; Trainining and education;Other:Economic Development,http://www.mound.com,,Miamisburg, Ohio,,,937-865-4462,www.mound.com 
miasole,Miasole,Miasole,2590 Walsh Ave,"Santa Clara, California",95051,Solar,Thin-film solar producer,http://www.miasole.com/www/,Bay Area,Santa Clara, California,,,NA," http://www.nrel.gov/research_review/pdfs/2006/40764_4.pdf
"
miasole inc,Miasole Inc,Miasole Inc,,"Santa Clara, California",95051,Solar,California-based manufacturer of CIGS thin-film solar cells.,,,Santa Clara, California,,,NA,NA
"michael bradley co.,inc","Michael Bradley Co.,Inc","Michael Bradley Co.,Inc",414 Greene St,"Marietta, Ohio",45750,"Biofuels,Carbon,Geothermal energy,Hydro,Services,Solar,Wind energy",Maintenance and repair; Retail product sales and distribution,http://michaelbradleyco.com,,Marietta, Ohio,,,800-621-8126,NA
micrel inc,Micrel Inc,Micrel Inc,,"San Jose, California",95131,Solar,"Manufacturer of integrated circuits, and has also contracted to manufacture silicon solar cells for concentrator PV systems from an undisclosed third party.",,,San Jose, California,,,NA,NA
microfield group inc,Microfield Group Inc,Microfield Group Inc,,"Portland, Oregon",97209,"Solar,Wind energy","US-based contractor and integrator of wind, solar, and other distributed power system infrastructures.",,,Portland, Oregon,,,NA,NA
microgrid energy,Microgrid Energy,Microgrid Energy,8001 Forsyth Blvd.,"St. Louis, Missouri,United States",63105,"Efficiency,Renewable Energy,Solar,Wind energy",EPC Solar and EE,http://www.microgridenergy.com,,St. Louis, Missouri,United States,,888-734-3033,www.microgridenergy.com 
micron technology inc,Micron Technology Inc,Micron Technology Inc,,"Boise, Idaho",83707-0006,Solar,Solid state flash memory and CMOS maker exploring LED lighting production and rumoured to be mulling solar manufacturing.,,,Boise, Idaho,,,NA,NA
micropower global,MicroPower Global,MicroPower Global,,"San Marcos, Texas",78666-4616,Solar,"Privately-held owner of semiconductor-based heat conversion to electricity technology for use in waste-heat, solar thermal and other uses.",,,San Marcos, Texas,,,NA,NA
microsat systems inc,MicroSat Systems Inc,MicroSat Systems Inc,,"Littleton, Colorado",80127-4107,Solar,"US-based micro satellite developer, MicroSat Systems Inc, produces satellites for military and commercial applications. It integrates and develops small solar arrays on its satellites.",,,Littleton, Colorado,,,NA,NA
microsemi corp,Microsemi Corp,Microsemi Corp,,"Irvine, California",92614,Solar,"US-based manufacturer of analog mixed signal integrated circuits, semiconductors, and solar inverters.",,,Irvine, California,,,NA,NA
millennium energy llc,Millennium Energy LLC,Millennium Energy LLC,PO Box 16073,"Golden, Colorado",80402,Solar,Solar Consulting Services,http://www.millennium-energy.net,Rockies Area,Golden, Colorado,,,(303) 526-2972,www.millennium-energy.net 
missouri valley renewable energy movre,Missouri Valley Renewable Energy MOVRE,Missouri Valley Renewable Energy MOVRE,,"Saint Louis, Missouri",63105,"Efficiency,Hydro,Renewable Energy,Solar,Wind energy","An energy efficiency solutions company focused on renewable DP for farms, including wind, solar and hydro power. The company was absorbed by Farmergy Inc. in January 2007.",,,Saint Louis, Missouri,,,,
mitsubishi electric and electronics usa inc,Mitsubishi Electric and Electronics USA Inc,Mitsubishi Electric and Electronics USA Inc,,"Cypress, California",90630,Solar,"Markets and supports consumer, commercial and industrial electronic products in US, including solar powered.",,,Cypress, California,,,NA,NA
mohave sun power llc,Mohave Sun Power LLC,Mohave Sun Power LLC,,"Cambridge, Massachusetts",2139,Solar,Project developer with solar interests in US Southwest,,,Cambridge, Massachusetts,,,NA,NA
morning mist llc,Morning Mist LLC,Morning Mist LLC,11592 McCallum Ave NE,"Alliance, Ohio",44601,"Biofuels,Biomass,Renewable Energy,Services,Solar,Wind energy",Business and legal services;Consulting; Investment/finances; Research and development,http://www.akacleantech.com,,Alliance, Ohio,,,330-418-5942,www.akacleantech.com 
mrl industries inc,MRL Industries Inc,MRL Industries Inc,,"Sonora, California",95370,Solar,MRL Industries is a US company committed to developing heating technology. They are a supplier for crystalline silicon solar cell production.,,,Sonora, California,,,NA,NA
msm energy holdings,MSM Energy Holdings,MSM Energy Holdings,,New Jersey 08807,,Solar,US-based solar power deveoper and systems integrator,,,New Jersey 08807,,,,NA,NA
msm industries inc,MSM Industries Inc,MSM Industries Inc,,New Jersey,8807,Solar,New Jersey-based solar company.,,,New Jersey,,,,NA,NA
msm solar india,MSM Solar India,MSM Solar India,,India,,Solar,JV company to develop solar projects.,,,India,,,,NA,NA
mtpv corporation,MTPV Corporation,MTPV Corporation,8 St. Mary's Street,"Boston, Massachusetts",2215,Solar,Solar thermal technology,http://www.mtpvcorp.com/,Greater Boston Area,Boston, Massachusetts,,,NA,www.mtpvcorp.com/ 
munro solar,Munro Solar,Munro Solar,33 Commercial St,"Raynham, Massachusetts",2767,Solar,Photovoltaics,http://www.munrosolar.com,Greater Boston Area,Raynham, Massachusetts,,,(508) 536-2196,www.munrosolar.com 
mvsystems inc,MVSystems Inc,MVSystems Inc,500 Corporate Circle Suite L,"Golden, Colorado",80401,Solar,Tools for solar panel production,http://www.mvsystemsinc.com/,Rockies Area,Golden, Colorado,,,NA,www.mvsystemsinc.com/ 
mythos solar energy inc,Mythos Solar Energy Inc,Mythos Solar Energy Inc,,California,94402,"Renewable Energy,Solar","Mythos, renewable energy consultant, develops efficient energy solutions combining solar power with other technologies.",,,California,,,,NA,NA
n2solar,N2Solar,N2Solar,2855 E. Robidoux Rd.,"Sandy, Utah",84093,Solar,"HOE Solar performance optics for PV, CSP, Desal and UV water treatment",,Rockies Area,Sandy, Utah,,,,
nanogram corporation,Nanogram Corporation,Nanogram Corporation,165 Topaz St,"Milpitas, California",95035,Solar,Develops nanotechnology solutions for solar and battery applications,http://www.nanogram.com/,Bay Area,Milpitas, California,,,NA,www.nanogram.com/ 
nanomas technologies inc,NanoMas Technologies Inc,NanoMas Technologies Inc,,,,Solar,NanoMas develops silver nanoparticle-based dyes which can be used in printable solar cells and other printable electronics.,,,,,,,,
nanoptek,Nanoptek,Nanoptek,,"Maynard, Massachusetts",1754,"Efficiency,Hydro,Hydrogen,Solar","Developer of photocatalytic technologies for producing hydrogen from fresh and salt water. Its system is compatible with solar thermal concentrators, which boost its efficiency.",,,Maynard, Massachusetts,,,NA,NA
nanoptek inc,Nanoptek Inc,Nanoptek Inc,"63 Great Road, Suite 106","Maynard, Massachusetts",1754,Solar,Solar powered electrolysis (solar hydrogen),http://www.nanoptek.com/,Greater Boston Area,Maynard, Massachusetts,,,NA,www.nanoptek.com/ 
nanosolar,Nanosolar,Nanosolar,5521 Hellyer Avenue,"San Jose, California",95138,Solar,Thin-film solar panel producer,http://www.nanosolar.com/,Bay Area,San Jose, California,,,NA,www.nanosolar.com/ 
nanosolar inc,Nanosolar Inc,Nanosolar Inc,,"Palo Alto, California",94303-3313,Solar,Nanosolar develops polymer/plastic based photovoltaic products.,,,Palo Alto, California,,,NA,NA
nasa glenn research center,NASA Glenn Research Center,NASA Glenn Research Center,21000 Brookpark Rd.,"Cleveland, Ohio",44135,"Biofuels,Carbon,Efficiency,Renewable Energy,Solar,Wind energy",Research and development,http://www.nasa.gov/centers/glenn/home/index.html,,Cleveland, Ohio,,,216-977-7135,www.nasa.gov/centers/glenn/hom 
national lease financing services,National Lease Financing Services,National Lease Financing Services,,"San Diego, California",92122,"Solar,Wind energy","NLFS arrange tax oriented, tax exempt, capital and operationg lease and loans for commercial and municipal state energy projects. Mandate covers solar, cogeneration and wind projects.",,,San Diego, California,,,NA,NA
nationwide solar funding,Nationwide Solar Funding,Nationwide Solar Funding,,"Palm Desert, California",92211,Solar,Provides funding for small (residential and business) solar projects,,,Palm Desert, California,,,NA,NA
natural currents energy group,Natural Currents Energy Group,Natural Currents Energy Group,,New York,,"Hydro,Renewable Energy,Solar,Wind energy,Ocean","Design manufactures and installs renewable energy systems including hydro, tidal, ocean energy as well as commercial scale solar electric and wind systems.",,,New York,,,,NA,NA
natural solutions,Natural Solutions,Natural Solutions,3715 Briarwood Dr.,"Cedar Falls, Iowa",50613,Solar,solar and wind systems,http://www.naturalsolutions-skylights.com/index.htm,,Cedar Falls, Iowa,,,319-277-7842,www.naturalsolutions-skylights 
nautilus solar energy llc,Nautilus Solar Energy LLC,Nautilus Solar Energy LLC,,"Chatham, New Jersey",7928,Solar,"Nautilus Energy LLC (â€œNEâ€?) is an energy investment and project development firm that provides finance, constructs, owns and operates photovoltaic (PV) electric generating systems and solar power projects with long-term power agreements (PPAs).",,,Chatham, New Jersey,,,,
new england breeze solar and wind installers,New England Breeze Solar and Wind Installers,New England Breeze Solar and Wind Installers,,"Hudson, Massachusetts",1749,"Services,Solar,Wind energy,Renewable energy",Solar Panel and Wind Turbine Installation,http://www.NewEnglandBreeze.com,Greater Boston Area,Hudson, Massachusetts,,,978-567-9463,www.NewEnglandBreeze.com 
new grid energy solutions,New Grid Energy Solutions,New Grid Energy Solutions,3704 Macomb St,Washington DC,20016,"Biomass,Buildings,Efficiency,Geothermal energy,Services,Solar",Renewable Energy and Energy Efficiency Services,http://new-grid.com/,,Washington DC,,,,NA,NA
new jersey renewable energy program,New Jersey Renewable Energy Program,New Jersey Renewable Energy Program,,New Jersey,,"Renewable Energy,Solar,Wind energy","New Jersey public body providing assistance to renewable energy initiatives in the state, predominantly in the solar, wind and biofuel arena.",,,New Jersey,,,,NA,NA
new jersey solar power llc nj solar power,New Jersey Solar Power LLC NJ Solar Power,New Jersey Solar Power LLC NJ Solar Power,,New Jersey,,Solar,"A photovoltaic engineering firm which offers and installs a complete line of solar electric products for residential, commercial, and institutional customers.",,,New Jersey,,,,,
new millennium power,New Millennium Power,New Millennium Power,,"Laguna Niguel, California",92677,Solar,"Solar system installer and integrator operating in Orange County, California.",,,Laguna Niguel, California,,,NA,NA
nexamp inc,Nexamp Inc,Nexamp Inc,21 High Street,"North Andover, Massachusetts",1845,Solar,Energy and carbon reduction systems integrator,http://www.nexamp.com/,Greater Boston Area,North Andover, Massachusetts,,,NA,www.nexamp.com/ 
nextera energy resources formerly fpl energy llc,NextEra Energy Resources formerly FPL Energy LLC,NextEra Energy Resources formerly FPL Energy LLC,,"Juno Beach, Florida",33408,"Hydro,Solar,Wind energy","Independent Power Producer active in wind, solar, hydroelectric, natural gas and nuclear",,,Juno Beach, Florida,,,,
nextgen syndicate llc,NEXTGen Syndicate LLC,NEXTGen Syndicate LLC,,"West Berlin, New Jersey",8091,"Renewable Energy,Solar","Startup planning to develop renewable energy projects in India, starting with a 200MW hybrid solar/ gas plant in Gujerat.",,,West Berlin, New Jersey,,,NA,NA
nextronex energy systems llc,Nextronex Energy Systems LLC,Nextronex Energy Systems LLC,4400 Moline Martin Rd,"Millbury, Ohio",43447-9401,"Efficiency,Renewable Energy,Services,Solar",,http://www.nextronex.com/default.asp,,Millbury, Ohio,,,NA,www.nextronex.com/default.asp 
norasco case engineering group jv,NORASCO Case Engineering Group JV,NORASCO Case Engineering Group JV,,India,,Solar,India-based JV developer of small solar projects,,,India,,,,,
nortech,NorTech,NorTech,"737 Bolivar Rd, Suite 1000","Cleveland, Ohio",44115,"Biofuels,Biomass,Buildings,Carbon,Efficiency,Services,Solar,Wind energy",Other:Economic Development,http://www.nortech.org,,Cleveland, Ohio,,,216-363-6883,www.nortech.org 
north american coating laboratories,North American Coating Laboratories,North American Coating Laboratories,9450 Pineneedle Drive,"Mentor, Ohio",44060,"Services,Solar",Consulting; Engineering/architectural/design; Manufacturing; Research and development;Retail product sales and distribution,http://www.nacl.com,,Mentor, Ohio,,,440-357-7000,www.nacl.com 
north carolina state university,North Carolina State University,North Carolina State University,,"Raleigh, North Carolina",27695,"Biofuels,Biomass,Solar","Public university in North Carolina, with research interests in biofuels, solar, and biomass-to-energy.",,,Raleigh, North Carolina,,,NA,NA
north shore solar & windpower,North Shore Solar & Windpower,North Shore Solar & Windpower,71 Cabot Street,"Beverly, Massachusetts",1915,Solar,Solar and wind installer,http://www.northshorewind.com/,Greater Boston Area,Beverly, Massachusetts,,,NA,www.northshorewind.com/ 
northern california solar energy association ncsea,Northern California Solar Energy Association NCSEA,Northern California Solar Energy Association NCSEA,,"Berkeley, California",94703,Solar,"Berkely no-porfit body educating Californians about solar energy solutions through events, electronic publications and a website information center.",,,Berkeley, California,,,,
northern states metals company,Northern States Metals Company,Northern States Metals Company,3207 Innovation Place,"Youngstown, Ohio",44509,Solar,Manufacturing,http://extrusions.com,,Youngstown, Ohio,,,330-799-1855,NA
novan solar inc,Novan Solar Inc,Novan Solar Inc,4420 McIntyre Street,"Golden, Colorado",80403,Solar,Manufatures solar PV systems and solar thermal systems,http://www.novan-solar.com/,Rockies Area,Golden, Colorado,,,NA,www.novan-solar.com/ 
"ohio green wind, llc","Ohio Green Wind, LLC","Ohio Green Wind, LLC",5126 S County Road 25A,"Tipp City, Ohio",45371,"Efficiency,Geothermal energy,Hydro,Renewable Energy,Solar,Wind energy",Consulting; Engineering/architectural/design; Manufacturing; Research and development;Retail product sales and distribution,http://www.nacl.com,,Tipp City, Ohio,,,440-357-7000,www.nacl.com 
one block off the grid,One Block Off The Grid,One Block Off The Grid,164 South Park,"San Francisco, California",94107,Solar,,http://www.1bog.org,Bay Area,San Francisco, California,,,NA,www.1bog.org 
one block off the grid 1bog,One Block Off the Grid 1BOG,One Block Off the Grid 1BOG,,"San Francisco, California",,Solar,San Francisco-based solar group discount negotiator and consumer advocate.,,,San Francisco, California,,,,
optony inc,Optony Inc,Optony Inc,,"Sunnyvale, California",94086,Solar,Optony is a Silicon Valley startup company that develops solar energy products.,,,Sunnyvale, California,,,,
otb usa inc,OTB USA Inc,OTB USA Inc,1871 Suffolk Rd.,"Columbus, Ohio",43221,Solar,Other:Capital Equipment,http://www.otb-solar.com,,Columbus, Ohio,,,614-481-6701,www.otb-solar.com 
oxford solar,Oxford Solar,Oxford Solar,,"Randolph, New Jersey",7869,Solar,Oxford Solar provides solar energy consulting and installation for both large and small-scale solar electric power applications.,,,Randolph, New Jersey,,,NA,NA
pacific blue energy,Pacific Blue Energy,Pacific Blue Energy,,"Flagstaff, Arizona",86001,Solar,Arizona-based solar project developer.,,,Flagstaff, Arizona,,,NA,NA
pacific light power,Pacific Light Power,Pacific Light Power,,"Anahola, Hawaii",96703,Solar,Hawaii-based which develops mainly solar projects.,,,Anahola, Hawaii,,,,
pais industries group,PAIS Industries Group,PAIS Industries Group,,,,Solar,"Plans to supply solar-grade silicon, conditional on an agreement with the Inner Mongolia Autonomous Region to develop and process locally mined silicon in solar-grade end product.",,,,,,,NA,NA
palo alto solar,Palo Alto Solar,Palo Alto Solar,,California,,Solar,PV system installer acquired by SolarCity in Semptember 2006.,,,California,,,,NA,NA
palo verde college,Palo Verde College,Palo Verde College,,,92225,Solar,California based college involved in a solar campus project in co-operation with BP Solar.,,,,,,,NA,NA
panich + noel architects,Panich + Noel Architects,Panich + Noel Architects,"507 Richland Avenue, Suite 301","Athens, Ohio",45701,"Buildings,Efficiency,Solar",Consulting; Engineering/architectural/design,http://pnarch.com,,Athens, Ohio,,,740-592-2420,NA
patriot solar group,Patriot Solar Group,Patriot Solar Group,1007 INDUSTRIAL BLVD.,"ALBION, Michigan,United States",49224,"Renewable Energy,Solar","MOUNTING SYSTEMS, EPC, INSTALLATIONS",http://www.patriotsolargroup.com,,ALBION, Michigan,United States,,NA,www.patriotsolargroup.com 
perfect power,Perfect Power,Perfect Power,,"Phoenix, Arizona",85028,Solar,"Perfect Power operates the worldâ€™s largest solar power community, GreenWood Ranch Estates, 520 five-acre lots in Arizona.",,,Phoenix, Arizona,,,NA,NA
perpetual energy systems,Perpetual Energy Systems,Perpetual Energy Systems,,"Woodland Hills, California",91367,"Renewable Energy,Solar",,,,Woodland Hills, California,,,NA,NA
perpetual power p2,Perpetual Power P2,Perpetual Power P2,,,,Solar,"Solar energy development company that provides green energy solutions for real estate owners, businesses and corporations.",,,,,,,,
petersendean roofing and solar,PetersenDean Roofing and Solar,PetersenDean Roofing and Solar,39300 Civic Center Drive,"Fremont, California,United States",94538,"Efficiency,Renewable Energy,Services,Solar",Petersendean Roofing and Solar,http://www.petersendean.com,,Fremont, California,United States,,5105895037,www.petersendean.com 
phasor energy company inc,Phasor Energy Company Inc,Phasor Energy Company Inc,,"Phoenix, Arizona",85046-1627,"Services,Solar",Phasor Energy Company offer a range of engineering and consulting services in the field of solar energy.,,,Phoenix, Arizona,,,NA,NA
phoenix american rooftop solar technologies,Phoenix American Rooftop Solar Technologies,Phoenix American Rooftop Solar Technologies,,Michigan,48168,Solar,Manufacturer of solar power systems.,,,Michigan,,,,NA,NA
photon energy services photon,Photon Energy Services Photon,Photon Energy Services Photon,,"Los Altos, California",94022,Solar,California-based firm that enables companies and government entities to go solar by managing the design and implementation of the solar PV system as well as the provision of maintenance.,,,Los Altos, California,,,,
phototaxis solar,Phototaxis Solar,Phototaxis Solar,,"Cambridge, Massachusetts",,Solar,Solar start-up planning to construct solar-panel covered roofs over parking lots.,,,Cambridge, Massachusetts,,,NA,NA
"pier associates, inc.","Pier Associates, Inc.","Pier Associates, Inc.",2317 Manchester Rd.,"Akron, Ohio",44314,"Buildings,Efficiency,Geothermal energy,Solar",Engineering/architectural/design,http://www.pierhvac.com,,Akron, Ohio,,,330-745-9069,www.pierhvac.com 
pioneer green energy,Pioneer Green Energy,Pioneer Green Energy,,"Austin, Texas",,"Renewable Energy,Solar,Wind energy",,,,Austin, Texas,,,NA,NA
"pioneer materials, inc.","Pioneer Materials, Inc.","Pioneer Materials, Inc.",3357 Candlewood Road,"Torrance, California",90505,Solar,sputtering targets,http://www.pioneer-materials.com/,Southern CA Area,Torrance, California,,,714-721-5332,www.pioneer-materials.com/ 
pioneer valley photovoltaics cooperative aka pv squared,Pioneer Valley Photovoltaics Cooperative aka PV Squared,Pioneer Valley Photovoltaics Cooperative aka PV Squared,,"New Britain, Connecticut",6051,Solar,Solar PV system installer.,,,New Britain, Connecticut,,,,
plextronics,Plextronics,Plextronics,2180 William Pitt Way,"Pittsburgh, Pennsylvania",15238,Solar,Organic solar cells and OLED's,http://www.plextronics.com/index.aspx,Northeast - NY NJ CT PA Area,Pittsburgh, Pennsylvania,,,NA,www.plextronics.com/index.aspx 
plextronics inc,Plextronics Inc,Plextronics Inc,,"Pittsburgh, Pennsylvania",15238,Solar,"US developer of printed electronic devices such as OLED displays and lighting, organic polymer solar cells and plastic circuitry.",,,Pittsburgh, Pennsylvania,,,NA,NA
polymet alloys inc,Polymet Alloys Inc,Polymet Alloys Inc,,"Birmingham, Alabama",35242,Solar,"US-based supplier of ferrous and non-ferrous alloy; offers metallurgical silicon to the solar industry that is exclusively sourced from Brazilian metal producer, Rima Industrial.",,,Birmingham, Alabama,,,NA,NA
power engineers inc,Power Engineers Inc,Power Engineers Inc,,"Hailey, Idaho",83333,"Geothermal energy,Solar",Idaho-based EPC contractor working largely on geothermal and solar thermal projects.,,,Hailey, Idaho,,,,
power house solar and wind,Power House Solar and Wind,Power House Solar and Wind,1504 Woodlawn Ave,"Canon City, Colorado",81212,Solar,"Design, consulting, product and system sales, and complete installation services",http://www.powerhousesolar.net/,Rockies Area,Canon City, Colorado,,,NA,www.powerhousesolar.net/ 
power one inc,Power One Inc,Power One Inc,,"Camarillo, California",93012,Solar,"Supplier of power conversion products for the communications infrastructure market, and solar inverters.",,,Camarillo, California,,,,
powersat corporation,PowerSat Corporation,PowerSat Corporation,,"Everett, Washington State",98204,Solar,Washington State-based startup focused on space-based solar power development.,,,Everett, Washington State,,,NA,NA
powerworks inc pacific winds,Powerworks Inc Pacific Winds,Powerworks Inc Pacific Winds,,"Tracy, California",CA 95377,"Renewable Energy,Solar,Wind energy","PowerWorks Inc. and its affiliate, Pacific Winds Inc., are privately-held companies, focused upon the development, acquisition, and operation of clean, renewable, wind and solar power projects.",,,Tracy, California,,,,
ppp equipment corporation,PPP Equipment Corporation,PPP Equipment Corporation,,,,Solar,"PPP-E designs, produces and markets Chemical Vapor Deposition (CVD) reactors and converter systems producing high-purity polysilicon used to produce wafers for the production of solar cells and silicon chips.",,,,,,,NA,NA
"practical solar, inc","Practical Solar, Inc","Practical Solar, Inc","516 E. 2nd Street, Unit 18","Boston, Massachusetts",2127,Solar,HE500 Heliostat System,http://www.practicalsolar.com/,Greater Boston Area,Boston, Massachusetts,,,617-464-1770,www.practicalsolar.com/ 
prime sun power,Prime Sun Power,Prime Sun Power,,"New York, New York",10005,Solar,US-based company that is involved with the development of European solar projects.,,,New York, New York,,,NA,NA
primestar solar,Primestar Solar,Primestar Solar,"14401 West 65th Way, Unit B","Arvada, Colorado",80004,Solar,Thin-Film PV,http://www.primestarsolar.com/,Rockies Area,Arvada, Colorado,,,NA,www.primestarsolar.com/ 
princeton energy systems pes,Princeton Energy Systems PES,Princeton Energy Systems PES,,"Philadelphia, Pennsylvania",PA 19118,"Efficiency,Services,Solar",US-based energy services that combines distributed power generation (solar electric and combined heat and power) with traditional energy efficiency technologies.,,,Philadelphia, Pennsylvania,,,,
prism solar technologies inc,Prism Solar Technologies Inc,Prism Solar Technologies Inc,,"Stone Ridge, New York",12484,Solar,JV formed between Direct Global Power and Genesis Solar for manufacture of a new solar module that incorporates Genesis Solar's patented holographic planar concentrator (HPC) technology.,,,Stone Ridge, New York,,,NA,NA
"prism solar technologies, inc.","Prism Solar Technologies, Inc.","Prism Solar Technologies, Inc.",180 South Street,"Highland, New York",12528,Solar,Holographic Film,http://www.prismsolar.com,Northeast - NY NJ CT PA Area,Highland, New York,,,845-883-4200,www.prismsolar.com 
psomas fmg llc,Psomas FMG LLC,Psomas FMG LLC,,"Los Angeles, California",90071,Solar,,,,Los Angeles, California,,,,
punj lloyd delta renewables,Punj Lloyd Delta Renewables,Punj Lloyd Delta Renewables,,India,,Solar,India-based JV will develop engineer and execute PV and solar thermal projects,,,India,,,,NA,NA
"pure power distribution, inc.","Pure Power Distribution, Inc.","Pure Power Distribution, Inc.","2719 Wilshire Blvd., Suite 200","Santa Monica, California",90403,Solar,Mobile Solar Power Systems,http://www.PurePowerD.com/,Southern CA Area,Santa Monica, California,,,310.569.9151,www.PurePowerD.com/ 
pv solar planet,PV Solar Planet,PV Solar Planet,5856 S. Garland Way,"Littleton, Colorado",80123,Solar,Sales of solar laminate,http://www.pvsolarplanet.com/,Rockies Area,Littleton, Colorado,,,NA,www.pvsolarplanet.com/ 
pyron solar,Pyron Solar,Pyron Solar,10237 Flanders Court,"San Diego, California",92121,Solar,Developed a PV optics system that generates 90 kW peak energy with high-efficiency conversion,http://www.pyronsolar.com/,Southern CA Area,San Diego, California,,,NA,www.pyronsolar.com/ 
pythagoras solar,Pythagoras Solar,Pythagoras Solar,2929 Campus Dr. Suite 410,"San Mateo, California",94403,Solar,Building Integrated PV,http://www.pythagoras-solar.com/,,San Mateo, California,,,,
quality electric & controls inc.,Quality Electric & Controls Inc.,Quality Electric & Controls Inc.,604 32 1/2 Rd.,"Clifton, Colorado",81520,"Renewable Energy,Solar,Wind energy",,http://www.qecinc.net,Rockies Area,Clifton, Colorado,,,970-434-7600,www.qecinc.net 
quantum fuel systems technologies worldwide inc quantum technologies,Quantum Fuel Systems Technologies Worldwide Inc Quantum Technologies,Quantum Fuel Systems Technologies Worldwide Inc Quantum Technologies,,"Irvine, California",CA 92614,"Hydro,Hydrogen,Solar,Vehicles,Wind energy","A California-based company with new energy activities in powertrains for hybrid vehicles, gas and hydrogen storage equipment manufacturing, and wind and solar energy.",,,Irvine, California,,,,
quixotic systems inc,Quixotic Systems Inc,Quixotic Systems Inc,,New York,10014,"Services,Solar",Installation services company specialising in small-scale solar projects in the New York area.,,,New York,,,,NA,NA
radiant apparatus,Radiant Apparatus,Radiant Apparatus,,"Fairfax, Virginia",22038-3333,Solar,"Radiant Apparatus develops multi-functional, portable solar energy-harnessing systems, as well as potable water systems and emergency shelters.",,,Fairfax, Virginia,,,NA,NA
radiant energy,Radiant Energy,Radiant Energy,,"Pleasanton, California",94566,"Geothermal energy,Hydro,Solar","Radiant is an independent energy producer which develops and owns solar, geothermal, and hydroelectric generating assets.",,,Pleasanton, California,,,NA,NA
rawsolar,RawSolar,RawSolar,,"Berkeley, California",,Solar,California-based startup aiming to commercialise concentrating solar thermal parabolic dish systems for process heat applications.,,,Berkeley, California,,,NA,NA
raymond plumbing & heating,Raymond Plumbing & Heating,Raymond Plumbing & Heating,1351 Broadway,"Lorain, Ohio",44052,"Geothermal energy,Solar",Installation; Maintenance and repair,http://raymondplumbing.com,,Lorain, Ohio,,,440-244-5584,NA
raytracker inc,RayTracker Inc,RayTracker Inc,,"Pasadena, California",91103,Solar,California-based maker of single-axis solar tracker systems.,,,Pasadena, California,,,,
rbi solar inc,RBI Solar Inc,RBI Solar Inc,5513 Vine Street,"Cincinnati, Ohio,United States",45217,"Renewable Energy,Services,Solar",Solar Mounting Systems,http://www.rbisolar.com,,Cincinnati, Ohio,United States,,513 242-0816,www.rbisolar.com 
real goods solar campbell,Real Goods Solar Campbell,Real Goods Solar Campbell,1624 Dell Avenue,"Campbell, California",95008,Solar,,http://www.realgoodssolar.com,,Campbell, California,,,408-370-3600,www.realgoodssolar.com 
real goods solar denver,Real Goods Solar Denver,Real Goods Solar Denver,"7003 E. 47th Ave Dr, Unit 700","Denver, Colorado",80218,Solar,,http://www.realgoodssolar.com,,Denver, Colorado,,,303-222-8950,www.realgoodssolar.com 
real goods solar fresno,Real Goods Solar Fresno,Real Goods Solar Fresno,3109 N. Miami Avenue #101,"Fresno, California",93727,Solar,,http://www.realgoodssolar.com,,Fresno, California,,,559-457-8365,www.realgoodssolar.com 
real goods solar fullerton,Real Goods Solar Fullerton,Real Goods Solar Fullerton,2466 E Fender Ave Unit F,"Fullerton, California",92831,Solar,,http://www.realgoodssolar.com/,,Fullerton, California,,,714-578-5981,www.realgoodssolar.com/ 
real goods solar murrieta,Real Goods Solar Murrieta,Real Goods Solar Murrieta,41690 Corporate Center Drive,"Murrieta, California",92562,Solar,,http://www.realgoodssolar.com,,Murrieta, California,,,951-927-0782,www.realgoodssolar.com 
real goods solar san rafael,Real Goods Solar San Rafael,Real Goods Solar San Rafael,27 Simms Street,"San Rafael, California",94901,Solar,,http://www.realgoodssolar.com,,San Rafael, California,,,415-456-2800,www.realgoodssolar.com 
real goods solar santa cruz,Real Goods Solar Santa Cruz,Real Goods Solar Santa Cruz,"1115 Thompson Avenue, #1","Santa Cruz, California",95062,Solar,,http://www.realgoodssolar.com/,,Santa Cruz, California,,,831-477-0943,www.realgoodssolar.com/ 
real goods solar ukiah,Real Goods Solar Ukiah,Real Goods Solar Ukiah,301 L Kunzler Ranch Rd,"Ukiah, California",95482,Solar,,http://www.realgoodssolar.com,,Ukiah, California,,,707-468-9300,www.realgoodssolar.com 
rec solar,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,,NA,www.recsolar.com/cm/Home.html 
rec solar,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,,NA,NA
rec solar,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,,NA,NA
