,Name,Phone Number,Website2,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12
0,"Conergy, Inc.",1-888-396-6611,www.conergy.us/desktopdefault. ,"Conergy, Inc.","Conergy, Inc.","2480 West 26th Avenue, Suite 2-B","Denver, Colorado",80211,Solar,Renewable energy products and services,http://www.conergy.us/desktopdefault.aspx,Rockies Area,Denver, Colorado,,
0,Continuum Partners,NA,NA,Continuum Partners,Continuum Partners,,"Denver, Colorado",80202,Solar,"A Denver based real estate development company, also involved in Solar PV projects.",,,Denver, Colorado,,
0,Denver Solar and Wind,303-507-2874,www.Denversolarandwind.com ,Denver Solar and Wind,Denver Solar and Wind,"12445 E. 39th Ave, Suite 310
Denver, Colorado 80239","Denver, Colorado",,"Efficiency,Renewable energy,Services,Solar,Wind energy",Solar array and wind turbine purchasing and installation.,http://www.Denversolarandwind.com,Front Range Area,Denver, Colorado,,
0,ImaginIt,NA,NA,ImaginIt,ImaginIt,,"Denver, Colorado",CO 80202,Solar,"Provider of building-integrated solar PV systems, which can include monitoring systems.",,,Denver, Colorado,,
0,Johns Manville,NA,NA,Johns Manville,Johns Manville,,"Denver, Colorado",80217-5108,Solar,"Colorado-based maker of insulation, mechanical insulation, commercial roofing, and roof insulation. The company has a subsidiary producing solar roofing and BIPV products.",,,Denver, Colorado,,
0,Real Goods Solar Denver,303-222-8950,www.realgoodssolar.com ,Real Goods Solar Denver,Real Goods Solar Denver,"7003 E. 47th Ave Dr, Unit 700","Denver, Colorado",80218,Solar,,http://www.realgoodssolar.com,,Denver, Colorado,,
0,Vibrant Solar Inc,303-604-6696,[www.vibrantsolar.com ] ,Vibrant Solar Inc,Vibrant Solar Inc,4321 Broadway,"Denver, Colorado",80216,Solar,Residential and Commercial PV,http://www.vibrantsolar.com,Rockies Area,Denver, Colorado,,
0,AC Solar Inc,NA,www.acsolar.com/ ,AC Solar Inc,AC Solar Inc,P.O. Box 128,"Florence, Colorado",81226,Solar,Solar and wind sales for residential,http://www.acsolar.com/,Rockies Area,Florence, Colorado,,
0,Advanced Energy,NA,www.advanced-energy.com/ ,Advanced Energy,Advanced Energy,1625 Sharp Point Drive,"Fort Collins, Colorado",80525,Solar,"Solar cell, passive-solar architectural glass, solar grid-tie inverter, semiconductor, flat panel display, data storage",http://www.advanced-energy.com/,Rockies Area,Fort Collins, Colorado,,
0,Advanced Energy Industries Inc,NA,NA,Advanced Energy Industries Inc,Advanced Energy Industries Inc,,"Fort Collins, Colorado",80525,Solar,US-based manufacturer of power conversion and control systems for the semiconductor and solar industries. The company also manufactures PV inverters and accessories.,,,Fort Collins, Colorado,,
0,Ampulse Corporation,NA,www.ampulse.com/ ,Ampulse Corporation,Ampulse Corporation,1767-A Denver West Boulevard,"Golden, Colorado",80401,Solar,Thin-Film PV,http://www.ampulse.com/,Rockies Area,Golden, Colorado,,
0,Energistic Systems,NA,www.energisticsystems.us/ ,Energistic Systems,Energistic Systems,13551 W. 43rd Street Dr,"Golden, Colorado",80403,Solar,Solar PV and solar thermal systems,http://www.energisticsystems.us/,Rockies Area,Golden, Colorado,,
0,"Energy Solutions Partners, LLC",435-632-1880,NA,"Energy Solutions Partners, LLC","Energy Solutions Partners, LLC",1915 denver west crt apt 1833,"Golden, Colorado",80401,Solar,Consulting - distributed energy,,Rockies Area,Golden, Colorado,,
0,MVSystems Inc,NA,www.mvsystemsinc.com/ ,MVSystems Inc,MVSystems Inc,500 Corporate Circle Suite L,"Golden, Colorado",80401,Solar,Tools for solar panel production,http://www.mvsystemsinc.com/,Rockies Area,Golden, Colorado,,
0,Millennium Energy LLC,(303) 526-2972,www.millennium-energy.net ,Millennium Energy LLC,Millennium Energy LLC,PO Box 16073,"Golden, Colorado",80402,Solar,Solar Consulting Services,http://www.millennium-energy.net,Rockies Area,Golden, Colorado,,
0,Novan Solar Inc,NA,www.novan-solar.com/ ,Novan Solar Inc,Novan Solar Inc,4420 McIntyre Street,"Golden, Colorado",80403,Solar,Manufatures solar PV systems and solar thermal systems,http://www.novan-solar.com/,Rockies Area,Golden, Colorado,,
0,Sundance Power LLC,NA,NA,Sundance Power LLC,Sundance Power LLC,,"Golden, Colorado",80401,Solar,Sundance provides turnkey solar PV installations.,,,Golden, Colorado,,
0,Tri Power Systems Inc,NA,www.tripowersystems.com/ ,Tri Power Systems Inc,Tri Power Systems Inc,P.O. Box 1450,"Idaho Springs, Colorado",80452,Solar,Design and installation of solar and wind systems for residential and small business,http://www.tripowersystems.com/,Rockies Area,Idaho Springs, Colorado,,
0,Abengoa Solar,NA," http://www.nrel.gov/csp/news/2009/674.html
",Abengoa Solar,Abengoa Solar,11500 W 13th Ave,"Lakewood, Colorado",80215,Solar,Solar developer,http://www.abengoasolar.com/,Rockies Area,Lakewood, Colorado,,
0,Iron Edison Battery Company,202-681-4766,NA,Iron Edison Battery Company,Iron Edison Battery Company,,"Lakewood, Colorado",,"Bioenergy,Carbon,Efficiency,Hydro,Renewable Energy,Solar,Wind energy",Nickel Iron (Ni-Fe) battery systems,http://ironedison.com,Rockies Area,Lakewood, Colorado,,
0,Simply Efficient,NA,www.simplyeff.com/ ,Simply Efficient,Simply Efficient,7717 W. 6th Ave,"Lakewood, Colorado",80214,Solar,Solar and wind consulting and installations,http://www.simplyeff.com/,Rockies Area,Lakewood, Colorado,,
0,Ascent Solar Technologies Inc,NA,NA,Ascent Solar Technologies Inc,Ascent Solar Technologies Inc,,"Littleton, Colorado",80127-4107,Solar,Ascent Solar develops and plans to manufacture CIGS thin-film solar cells and modules for the satellite and high-altitude airship (â€œHAAâ€?) markets.,,,Littleton, Colorado,,
0,MicroSat Systems Inc,NA,NA,MicroSat Systems Inc,MicroSat Systems Inc,,"Littleton, Colorado",80127-4107,Solar,"US-based micro satellite developer, MicroSat Systems Inc, produces satellites for military and commercial applications. It integrates and develops small solar arrays on its satellites.",,,Littleton, Colorado,,
0,PV Solar Planet,NA,www.pvsolarplanet.com/ ,PV Solar Planet,PV Solar Planet,5856 S. Garland Way,"Littleton, Colorado",80123,Solar,Sales of solar laminate,http://www.pvsolarplanet.com/,Rockies Area,Littleton, Colorado,,
0,Applied Films Corporation,NA,NA,Applied Films Corporation,Applied Films Corporation,,"Longmont, Colorado",80504,"Services,Solar","Provider of thin film deposition equipment and services, particularly to the solar industry.",,,Longmont, Colorado,,
0,Abound Solar,NA," http://www.nrel.gov/docs/fy11osti/48353.pdf
",Abound Solar,Abound Solar,"2695 Rocky Mountain Avenue, Suite 100","Loveland, Colorado",80538,Solar,Thin-film cadmium telluride solar modules,http://www.abound.com,Rockies Area,Loveland, Colorado,,
0,Colorado Solar Inc,NA,www.cosolar.com/ ,Colorado Solar Inc,Colorado Solar Inc,38150 River Frontage Rd,"New Castle, Colorado",81647,Solar,"Sells parts and packages for on and off-grid applications, also installs",http://www.cosolar.com/,Rockies Area,New Castle, Colorado,,
0,Sun Dog Energy,NA,www.sundogenergy.com/ ,Sun Dog Energy,Sun Dog Energy,P.O. Box 565,"Poncha Springs, Colorado",81242,Solar,"Design, sell, furnish, and install PV systems and wind-turbine electric systems",http://www.sundogenergy.com/,Rockies Area,Poncha Springs, Colorado,,
0,Alternative Power Enterprises,NA,www.alternative-power.com/ ,Alternative Power Enterprises,Alternative Power Enterprises,P.O. Box 351,"Ridgway, Colorado",81432,Solar,Design cost effective power solutions for on- and off-grid locations,http://www.alternative-power.com/,Rockies Area,Ridgway, Colorado,,
0,Ascent Solar,NA," http://www.pv-tech.org/news/does_nrel_selects_ascent_solar_for_project_award
",Ascent Solar,Ascent Solar,12300 Grant Street,"Thornton, Colorado",80241,Solar,Thin-Film PV,http://www.ascentsolar.com/,Rockies Area,Thornton, Colorado,,
0,Techsolas LLC,NA,www.techsolas.com/ ,Techsolas LLC,Techsolas LLC,10955 Westmoor Drive,"Westminster, Colorado",80021,Solar,"Project developer targeting businesses, government agencies for implementation of power stations",http://www.techsolas.com/,Rockies Area,Westminster, Colorado,,
0,Inica Inc,NA,NA,Inica Inc,Inica Inc,,"Wheat Ridge, Colorado",,Solar,Holding company for incubator ITN Energy Systems and various companies which it has spun out in the fields of batteries and solar films.,,,Wheat Ridge, Colorado,,
0,Wheat Ridge Solar,NA,www.wheatridgesolar.com/ ,Wheat Ridge Solar,Wheat Ridge Solar,4550 Teller St,"Wheat Ridge, Colorado",80033,Solar,Design and installation of solar systems for residential and small business,http://www.wheatridgesolar.com/,Rockies Area,Wheat Ridge, Colorado,,
0,Apollo Solar Energy Inc,NA,NA,Apollo Solar Energy Inc,Apollo Solar Energy Inc,,"Bethel, Connecticut",68010,Solar,,,,Bethel, Connecticut,,
0,Sunsearch Inc,NA,NA,Sunsearch Inc,Sunsearch Inc,,"Guilford, Connecticut",6437,"Services,Solar","The company designs, installs, and services all types of solar energy systems.",,,Guilford, Connecticut,,
0,Lite Trough LLC,NA,NA,Lite Trough LLC,Lite Trough LLC,,"Milford, Connecticut",6460,Solar,Developing a parabolic trough system for Solar Thermal Electricity Generation (STEG).,,,Milford, Connecticut,,
0,Sunlight Solar Energy,NA,www.sunlightsolar.com/ ,Sunlight Solar Energy,Sunlight Solar Energy,4 Oxford Road,"Milford, Connecticut",6460,Solar,"Distributes solar inverters, SunPower panels, roof installation, and ground mounts",http://www.sunlightsolar.com/,Northeast - NY NJ CT PA Area,Milford, Connecticut,,
0,Alteris Renewables,NA,www.alterisinc.com/index.php ,Alteris Renewables,Alteris Renewables,523 Danbury Rd,"Wilton, Connecticut",6897,Solar,Renewable energy systems integrator,http://www.alterisinc.com/index.php,Northeast - NY NJ CT PA Area,Wilton, Connecticut,,
0,University of Delaware,NA,NA,University of Delaware,University of Delaware,,"Newark, Delaware",,Solar,University with a research department leading a solar cell development consortium.,,,Newark, Delaware,,
0,Sol Inc.,NA,www.solarlightingusa.com/ ,Sol Inc.,Sol Inc.,"3210 S.W. 42nd Avenue

3210 S.W. 42nd Avenue","Palm City, FL",34990,Solar,,http://www.solarlightingusa.com/,,Palm City, FL,,
0,American Solar Energy,904-268-8046,NA,American Solar Energy,American Solar Energy,"11497 Columbia Drive West, Suite 10","Jacksonville, Florida",32258,Solar,solar energy systems,http://americansolarenergy.com/,,Jacksonville, Florida,,
0,AllSolar Service Company Inc.,NA,www.allsolarflorida.com/ ,AllSolar Service Company Inc.,AllSolar Service Company Inc.,1507 Damon Ave.,"Kissimmee, Florida",34744,Solar,solar energy systems,http://www.allsolarflorida.com/,,Kissimmee, Florida,,
0,BlueChip Energy,NA,NA,BlueChip Energy,BlueChip Energy,,"Lake Mary, Florida",32746,Solar,Florida-based utility-scale solar project developer.,,,Lake Mary, Florida,,
0,Cetech America,407-322-5199,www.cetechamerica.com/ ,Cetech America,Cetech America,# 711 Silver Birch Place,"Longwood, Florida",32750,Solar,,http://www.cetechamerica.com/,,Longwood, Florida,,
0,Alternative Concepts and Technology,NA,www.alternativeconcepts.org/ ,Alternative Concepts and Technology,Alternative Concepts and Technology,,"Orlando, Florida",,Solar,"solar power, water catchments, organic gardening",http://www.alternativeconcepts.org/,,Orlando, Florida,,
0,Sol Inc,+1 (772) 286-9461,www.solarlightingusa.com ,Sol Inc,Sol Inc,3210 SW 42nd Ave,"Palm City, Florida",34990,Solar,Solar outdoor LED lighting,http://www.solarlightingusa.com,,Palm City, Florida,,
0,Atlas Solar Innovations,888-756-9505,NA,Atlas Solar Innovations,Atlas Solar Innovations,2640 NW 15th Court,"Pompano Beach, Florida",33069,Solar,Solar Photovoltaics,http://atlassolarinnovations.com/,,Pompano Beach, Florida,,
0,SolarPower Restoration Systems Inc,NA,NA,SolarPower Restoration Systems Inc,SolarPower Restoration Systems Inc,,"Seminole, Florida",33772,Solar,SolarPower Restoration Systems is pursuing Building Integrated Photovoltaics (BIPV) systems and large scale Photovoltaic Power (PV) Array Systems over concrete and other construction surfaces.,,,Seminole, Florida,,
0,Solar Energy Initiatives Inc,NA,NA,Solar Energy Initiatives Inc,Solar Energy Initiatives Inc,,"St. Johns, Florida",32082,Solar,US-based PV and solar thermal and PV project developer and installer.,,,St. Johns, Florida,,
0,SEPCO - Solar Electric Power Company,772-220-6615,www.sepco-solarlighting.com ,SEPCO - Solar Electric Power Company,SEPCO - Solar Electric Power Company,1521 SE Palm Court,"Stuart, Florida",34994,Solar,Commercial Solar Lighting & Off Grid Solar Power Systems,http://www.sepco-solarlighting.com,,Stuart, Florida,,
0,"All Solar Power, Inc.","27.952294256°, -82.4665546417° Show Map",www.allsolar.com/ ,"All Solar Power, Inc.","All Solar Power, Inc.",,"Tampa, Florida",,Solar,,http://www.allsolar.com/,,Tampa, Florida,,
0,Climatic Solar,772-567-3104,www.climaticsolar.com/ ,Climatic Solar,Climatic Solar,650 2nd Lane,"Vero Beach, Florida",32962,Solar,solar energy systems,http://www.climaticsolar.com/,,Vero Beach, Florida,,
0,Empower Energy Technology,4046813270,www.empoweret.com ,Empower Energy Technology,Empower Energy Technology,"245 N. Highland Avenue, Suite 230.162","Atlanta, Georgia",30307,Solar,,http://www.empoweret.com,,Atlanta, Georgia,,
0,Legacy Environmental Solutions,678-919-9236,www.legacyenvironmentalsolutio ,Legacy Environmental Solutions,Legacy Environmental Solutions,"9878 Main St
Suite 105","Woodstock, Georgia",30188,"Services,Solar",AET and eShield Therma  Reflective Insulation,http://www.legacyenvironmentalsolutions.com,,Woodstock, Georgia,,
0,Sopogy LLC,NA,NA,Sopogy LLC,Sopogy LLC,,"Honolulu, Hawaii",96819,Solar,Hawaii-based developer and manufacturer of parabolic trough STEG projects and equipment and maker of solar thermal process heat and solar air-conditioning systems.,,,Honolulu, Hawaii,,
0,Zero Emissions Leasing LLC,NA,NA,Zero Emissions Leasing LLC,Zero Emissions Leasing LLC,,"Honolulu, Hawaii",96822,Solar,Honolulu-based developer of solar power generation projects on a large-scale (more than 100 kilowatts),,,Honolulu, Hawaii,,
0,Keahole Solar Power,NA,NA,Keahole Solar Power,Keahole Solar Power,,"Kona, Hawaii",,Solar,Hawaii-based solar thermal project developer which has partnered with equipment provider Sopogy to build projects in the Hawaiian islands.,,,Kona, Hawaii,,
0,Lighthouse Solar Honolulu Hawaii,(808) 783-0357,www.lighthousesolar.com ,Lighthouse Solar Honolulu Hawaii,Lighthouse Solar Honolulu Hawaii,1040 Sand Island parkway Suite 100,"Honolulu, HI",96819,Solar,,http://www.lighthousesolar.com,,Honolulu, HI,,
0,Micron Technology Inc,NA,NA,Micron Technology Inc,Micron Technology Inc,,"Boise, Idaho",83707-0006,Solar,Solid state flash memory and CMOS maker exploring LED lighting production and rumoured to be mulling solar manufacturing.,,,Boise, Idaho,,
0,Sunergy World,NA,NA,Sunergy World,Sunergy World,,"Boise, Idaho",83707,"Solar,Wind energy",Idaho-based wind and solar project developer.,,,Boise, Idaho,,
0,Hackney Construction,208-983-3109,NA,Hackney Construction,Hackney Construction,309 Farrens Creek Lane/PO Box 13,"Grangeville, Idaho",83530,Solar,"Green Building, renewable energy",http://DigitalProductsAndRenewableEnergy.com/,Rockies Area,Grangeville, Idaho,,
0,EPIR Technologies,NA,NA,EPIR Technologies,EPIR Technologies,,"Bolingbrook, Illinois",6044,Solar,"EPIR develops a line of products targeted toward the infrared sensor, biosensor and solar photovoltaic industries.",,,Bolingbrook, Illinois,,
0,Lincoln Renewable Energy LLC,NA,NA,Lincoln Renewable Energy LLC,Lincoln Renewable Energy LLC,,"Chicago, Illinois",60606,"Solar,Wind energy",Chicago-based company developing solar and wind power projects from greenfield concept through to commercial operation.,,,Chicago, Illinois,,
0,"Lucas Group Executive Search, Renewable Energy",NA,NA,"Lucas Group Executive Search, Renewable Energy","Lucas Group Executive Search, Renewable Energy",230 West Monroe,"Chicago, Illinois",60606,"Solar,Wind energy,Renewable energy",,,,Chicago, Illinois,,
0,SoCore Energy,NA,NA,SoCore Energy,SoCore Energy,,"Chicago, Illinois",60601,Solar,Chicago-based solar installer and mounting solution company that also arranges for solar loans and PPAs.,,,Chicago, Illinois,,
0,UPC Solar Managment LLC,NA,NA,UPC Solar Managment LLC,UPC Solar Managment LLC,,"Chicago, Illinois",60606,"Renewable Energy,Solar","UPC Solar is a renewable energy development company that finances, owns and operates commercial scale PV energy projects throughout North America.",,,Chicago, Illinois,,
0,Windy City Renewable Energy LLC,312-685-9273,www.windycityrenewableenergy.c ,Windy City Renewable Energy LLC,Windy City Renewable Energy LLC,,"Chicago, Illinois",60606,Solar,SHW & PV,http://www.windycityrenewableenergy.com/,,Chicago, Illinois,,
0,Wanxiang America Corporation,NA,NA,Wanxiang America Corporation,Wanxiang America Corporation,,"Elgin, Illinois",60123,"Solar,Vehicles","Wanxiang America Corporation, based in Chicago, is the US home office of Wanxiang Group Companies China, which makes joints and bearings and is developing solar power and electric vehicles.",,,Elgin, Illinois,,
0,American Renewable Energy,NA,NA,American Renewable Energy,American Renewable Energy,,"Evanston, Illinois",60202,"Geothermal energy,Renewable Energy,Solar","American Renewable Energy is a manufacturer and distributor of micro grids, focusing on geothermal, solar, photovoltaic, and solarthermal energy.",,,Evanston, Illinois,,
0,Advanced Energy Solutions,618-893-1717,www.aessolar.com/ ,Advanced Energy Solutions,Advanced Energy Solutions,192 Gates Road,"Pomona, Illinois",62975,Solar,,http://www.aessolar.com/,,Pomona, Illinois,,
0,FPC Services Inc,NA,NA,FPC Services Inc,FPC Services Inc,,"Sublette, Illinois",61367,"Solar,Wind energy","A developer of utility scale wind projects and an installer of small systems, of up to 51.0kW of wind and solar for individuals.",,,Sublette, Illinois,,
0,Solarvest BioEnergy,NA,NA,Solarvest BioEnergy,Solarvest BioEnergy,,"Bloomington, Indiana",3057,"Bioenergy,Hydro,Hydrogen,Solar","Solarvest BioEnergy's primary focus is to develop hydrogen, methane and biodiesel fuels from algae.",,,Bloomington, Indiana,,
0,Inovateus Solar,NA,NA,Inovateus Solar,Inovateus Solar,19890 State Line Rd.,"South Bend, Indiana",46637,Solar,Indiana-based PV systems integrator focusing on the commercial market. Inovateus also operates a string of dealerships distributing solar modules around the US.,,,South Bend, Indiana,,
0,Inovateus Solar LLC,574-485-1400,www.inovateussolar.com/ ,Inovateus Solar LLC,Inovateus Solar LLC,19890 State Line Rd.,"South Bend, Indiana",46637,Solar,,http://www.inovateussolar.com/,,South Bend, Indiana,,
0,Megawatt Energy Systems,317.797.3381,www.mwenergysystems.com ,Megawatt Energy Systems,Megawatt Energy Systems,,"Zionsville, Indiana",,"Renewable Energy,Services,Solar,Wind energy",,http://www.mwenergysystems.com,,Zionsville, Indiana,,
0,Natural Solutions,319-277-7842,www.naturalsolutions-skylights ,Natural Solutions,Natural Solutions,3715 Briarwood Dr.,"Cedar Falls, Iowa",50613,Solar,solar and wind systems,http://www.naturalsolutions-skylights.com/index.htm,,Cedar Falls, Iowa,,
0,Solar Dynamics,NA,NA,Solar Dynamics,Solar Dynamics,,"Ottumwa, Iowa",IA 52501,Solar,Solar Dynamics is a US-based solar powered attic roof vents manufacturer and developer of battery maintainers.,,,Ottumwa, Iowa,,
0,Energy Savings Store,913-495-9434,www.ewindandsolar.com/ ,Energy Savings Store,Energy Savings Store,15209 W. 99th Street,"Lenexa, Kansas",66219,Solar,Solar and wind systems,http://www.ewindandsolar.com/,,Lenexa, Kansas,,
0,Sky Vegetables,NA,www.skyvegetables.com/index.ht ,Sky Vegetables,Sky Vegetables,"45 Rosemary Street, Suite F","Needham, MA",2494,Solar,,http://www.skyvegetables.com/index.html,,Needham, MA,,
0,Ascendant Energy Company Inc,NA,NA,Ascendant Energy Company Inc,Ascendant Energy Company Inc,,"Rockland, Maine",4841,Solar,"Manufactures and distributes solar thermal heat, hot water systems, and PV panels, but is also designing its own concentrated PV device.",,,Rockland, Maine,,
0,Solar Style Inc,NA,NA,Solar Style Inc,Solar Style Inc,,"Baltimore, Maryland",21244,Solar,US-based manufacturer of solar battery recharger.,,,Baltimore, Maryland,,
0,SunEdison LLC,NA,NA,SunEdison LLC,SunEdison LLC,,"Beltsville, Maryland",20705,Solar,Maryland-based provider of financial and installation solutions for solar projects.,,,Beltsville, Maryland,,
0,SunEdison Solar,NA,www.sunedison.com/ ,SunEdison Solar,SunEdison Solar,12500 Baltimore Avenue,"Beltsville, Maryland",20705,Solar,,http://www.sunedison.com/,Northeast - NY NJ CT PA Area,Beltsville, Maryland,,
0,LightSpin Technologies Inc,NA,NA,LightSpin Technologies Inc,LightSpin Technologies Inc,,"Bethesda, Maryland",20815,Solar,"Early-development-stage company, affiliated with Yale University, developing new indium phosphide compound semiconductors which may have solar cell applications.",,,Bethesda, Maryland,,
0,BP Solar,NA," http://www.nrel.gov/news/press/2002/2502_nrel_wins_award.html
",BP Solar,BP Solar,,"Frederick, Maryland",21703,Solar,Maryland-based subsidiary of BP Alternative Energy dealing with solar power.,http://www.bp.com/genericcountryjump.do?categoryId=9070&contentId=7038143,,Frederick, Maryland,,
0,Standard Solar,888-474-3843,www.StandardSolar.com ,Standard Solar,Standard Solar,202 Perry Parkway,"Gaithersburg, Maryland",20877,Solar,Solar Integration Specialists - Residential and Commercial,http://www.StandardSolar.com,Northeast - NY NJ CT PA Area,Gaithersburg, Maryland,,
0,Standard Solar Inc,NA,NA,Standard Solar Inc,Standard Solar Inc,,"Gaithersburg, Maryland",20877,Solar,A Maryland-based installer of solar equipment for the residential and commercial sector.,,,Gaithersburg, Maryland,,
0,TESSCO,NA,NA,TESSCO,TESSCO,,"Hunt Valley, Maryland",21031-1494,"Solar,Wind energy",Retailer of wireless communications and networking products and solutions to businesses; involved in production of solar and wind energy equipment.,,,Hunt Valley, Maryland,,
0,Emerging Energy Consultants,301-865-3207,NA,Emerging Energy Consultants,Emerging Energy Consultants,3307 Nicholas Court,"Ijamsville, Maryland",21754,Solar,Consulting on emerging energy technologies,,,Ijamsville, Maryland,,
0,Switch LLC,NA,NA,Switch LLC,Switch LLC,,"Mongomery Village, Maryland",20886,Solar,"Installer and distributor of small-scale solar passive, PV, fuel cell, and other distributed energy systems.",,,Mongomery Village, Maryland,,
0,University Park Community Solar LLC,NA,www.universityparksolar.com ,University Park Community Solar LLC,University Park Community Solar LLC,4313 Tuckerman St.,"University Park, Maryland",20782,"Renewable Energy,Solar",Solar generated electricity,http://www.universityparksolar.com,Northeast - NY NJ CT PA Area,University Park, Maryland,,
0,Freedom Energy Solutions LLC,NA,NA,Freedom Energy Solutions LLC,Freedom Energy Solutions LLC,,"Westminster, Maryland",21157,"Geothermal energy,Solar","Retailer and installer of solar passive, PV and geothermal systems for household use.",,,Westminster, Maryland,,
0,Boreal Renewable Energy,NA,NA,Boreal Renewable Energy,Boreal Renewable Energy,,"Acton, Massachusetts",1720,"Hydro,Renewable Energy,Solar,Wind energy","Renewable Energy Development implements land-based wind, solar, hydroelectric, and other renewable energy projects from inception to commissioning and beyond.",,,Acton, Massachusetts,,
0,Boreal Renewable Energy Development,NA,www.Boreal-Renewable.com ,Boreal Renewable Energy Development,Boreal Renewable Energy Development,,"Arlington, Massachusetts",,"Solar,Wind",,http://www.Boreal-Renewable.com,Greater Boston Area,Arlington, Massachusetts,,
0,Spire Corporation,NA,NA,Spire Corporation,Spire Corporation,,"Bedford, Massachusetts",01730-2,Solar,Spire specialises in equipment for manufacturing turnkey PV modules lines; manufactures BIPV modules through its JV with Taiwan's Gloria Solar.,,,Bedford, Massachusetts,,
0,Spire Solar,NA,www.spirecorp.com/spire-solar/ ,Spire Solar,Spire Solar,One Patriots Park,"Bedford, Massachusetts",1730,Solar,Manufactures modules and provides PV manufacturing equipment,http://www.spirecorp.com/spire-solar/index.php,Greater Boston Area,Bedford, Massachusetts,,
0,North Shore Solar & Windpower,NA,www.northshorewind.com/ ,North Shore Solar & Windpower,North Shore Solar & Windpower,71 Cabot Street,"Beverly, Massachusetts",1915,Solar,Solar and wind installer,http://www.northshorewind.com/,Greater Boston Area,Beverly, Massachusetts,,
0,MTPV Corporation,NA,www.mtpvcorp.com/ ,MTPV Corporation,MTPV Corporation,8 St. Mary's Street,"Boston, Massachusetts",2215,Solar,Solar thermal technology,http://www.mtpvcorp.com/,Greater Boston Area,Boston, Massachusetts,,
0,"Practical Solar, Inc",617-464-1770,www.practicalsolar.com/ ,"Practical Solar, Inc","Practical Solar, Inc","516 E. 2nd Street, Unit 18","Boston, Massachusetts",2127,Solar,HE500 Heliostat System,http://www.practicalsolar.com/,Greater Boston Area,Boston, Massachusetts,,
0,Satcon,NA,www.satcon.com/ ,Satcon,Satcon,27 Drydock Avenue,"Boston, Massachusetts",2210,Solar,Solar PV and fuel cell inverters,http://www.satcon.com/,Greater Boston Area,Boston, Massachusetts,,
0,Solar Generations LLC,NA,www.solargenerations.net/ ,Solar Generations LLC,Solar Generations LLC,965 W. Main Street,"Branford, Massachusetts",6405,Solar,Distributor of solar thermal products,http://www.solargenerations.net/,Greater Boston Area,Branford, Massachusetts,,
0,Mohave Sun Power LLC,NA,NA,Mohave Sun Power LLC,Mohave Sun Power LLC,,"Cambridge, Massachusetts",2139,Solar,Project developer with solar interests in US Southwest,,,Cambridge, Massachusetts,,
0,Phototaxis Solar,NA,NA,Phototaxis Solar,Phototaxis Solar,,"Cambridge, Massachusetts",,Solar,Solar start-up planning to construct solar-panel covered roofs over parking lots.,,,Cambridge, Massachusetts,,
0,SolSolution,805-813-4418,www.sol-solution.org ,SolSolution,SolSolution,"485 Massachusetts Avenue
Suite 300","Cambridge, Massachusetts",2139,Solar,,http://www.sol-solution.org,Greater Boston Area,Cambridge, Massachusetts,,
0,Sun Catalytix,NA,NA,Sun Catalytix,Sun Catalytix,,"Cambridge, Massachusetts",2139,"Hydro,Hydrogen,Solar",Massachusetts-based firm developing technology that would use solar power to split water and produce hydrogen gas that could then be used to generate power.,,,Cambridge, Massachusetts,,
0,Sunborne Energy Technologies,NA,NA,Sunborne Energy Technologies,Sunborne Energy Technologies,,"Cambridge, Massachusetts",2138,Solar,Massachusetts-based solar thermal project developer.,,,Cambridge, Massachusetts,,
0,Synergetic Power Systems,NA,NA,Synergetic Power Systems,Synergetic Power Systems,,"Cambridge, Massachusetts",,"Buildings,Solar","Start-up planning to install parabolic concentrated solar collector systems on large flat-roofed buildings to power their HVAC systems, and provide back-up and peak demand power.",,,Cambridge, Massachusetts,,
0,RSI Silicon Products LLC,NA,NA,RSI Silicon Products LLC,RSI Silicon Products LLC,,"Easton, Massachusetts",18040,Solar,"Early-stage startup which is developing a process for solar-grade silicon manufacture at low energy intensity, spinoff from MIT.",,,Easton, Massachusetts,,
0,"Ameresco, Inc.",NA,www.ameresco.com ,"Ameresco, Inc.","Ameresco, Inc.","111 Speen St, Ste 410","Framingham, Massachusetts",1701,"Biomass,Buildings,Efficiency,Geothermal energy,Renewable Energy,Services,Solar,Wind energy",Energy Services; Energy Consulting; Energy Audits; Electricity Efficiency; Water Efficiency; Weatherization; ; Engineering/design; Installation; Investment; Finance,http://www.ameresco.com,Greater Boston Area,Framingham, Massachusetts,,
0,SolarOne Solutions,NA,www.solarone.net/ ,SolarOne Solutions,SolarOne Solutions,354 Waverly Street,"Framingham, Massachusetts",1702,Solar,Solar powered lighting,http://www.solarone.net/,Greater Boston Area,Framingham, Massachusetts,,
0,Solar Design Associates Inc,NA,www.solardesign.com/ ,Solar Design Associates Inc,Solar Design Associates Inc,P.O. Box 242,"Harvard, Massachusetts",1451,Solar,Integration of solar and other renewable energy systems in building designs,http://www.solardesign.com/,Greater Boston Area,Harvard, Massachusetts,,
0,Heliotronics Inc,NA,www.heliotronics.com/ ,Heliotronics Inc,Heliotronics Inc,1083 Main Street,"Hingham, Massachusetts",2043,Solar,Monitoring systems for PV systems,http://www.heliotronics.com/,Greater Boston Area,Hingham, Massachusetts,,
